position,score
801,29.200016
802,29.350187
803,26.107010
804,48.020031
805,31.765451
806,42.434620
807,92.334572
808,53.834278
809,33.297169
810,37.700600
811,25.580547
812,54.954044
813,35.971577
814,30.569796
815,33.623535
816,46.777142
817,31.178822
818,40.951115
819,33.431007
820,41.893681
821,41.856083
822,28.556635
823,22.198904
824,42.768757
825,104.491753
826,89.339661
827,42.568825
828,41.411583
829,38.220650
830,50.516994
831,42.097721
832,54.863335
833,46.803860
834,38.215145
835,95.038406
836,48.523445
837,49.636223
838,46.804337
839,31.561808
840,40.959862
841,73.434738
842,30.961725
843,45.956573
844,47.572521
845,43.361652
846,77.159958
847,62.607128
848,39.536148
849,50.234818
850,35.691734
851,43.478565
852,35.229046
853,52.212589
854,40.042679
855,39.987892
856,49.968494
857,25.707899
858,48.700619
859,41.383919
860,47.223129
861,51.328865
862,35.349213
863,31.992828
864,32.861969
865,37.359135
866,31.915102
867,28.791431
868,25.553833
869,38.932079
870,29.813240
871,33.621685
872,65.340256
873,47.970890
874,43.407402
875,44.054913
876,28.671124
877,42.390270
878,34.690853
879,38.634007
880,31.466574
881,50.940784
882,29.908035
883,39.322178
884,51.660530
885,50.279499
886,42.500256
887,22.598951
888,24.541409
889,30.561619
890,124.265793
891,67.964973
892,45.629524
893,60.933533
894,42.653168
895,79.455719
896,32.347141
897,50.460419
898,37.636112
899,48.073875
900,90.956726
901,75.016640
902,45.548321
903,50.564144
904,35.378139
905,50.639679
906,79.223412
907,50.161507
908,48.024479
909,39.958927
910,50.464569
911,48.645805
912,56.656437
913,34.371830
914,37.842812
915,29.825726
916,36.830826
917,36.959949
918,46.247448
919,41.250328
920,43.449688
921,46.404842
922,38.204929
923,42.988266
924,36.943096
925,37.407646
926,60.872604
927,29.268167
928,29.114052
929,37.176727
930,31.597834
931,35.195744
932,23.684992
933,21.553181
934,33.821728
935,25.547100
936,29.348339
937,62.692074
938,42.282738
939,37.351074
940,32.230141
941,24.407837
942,42.265862
943,41.525654
944,30.959137
945,34.406506
946,47.635189
947,30.828079
948,32.230553
949,27.796759
950,43.543301
951,40.696613
952,23.396685
953,20.210260
954,26.800823
955,102.109909
956,55.314503
957,34.370052
958,52.834511
959,42.264427
960,54.260979
961,28.589430
962,37.265167
963,34.521248
964,37.309963
965,100.717087
966,71.933922
967,36.751530
968,37.893780
969,27.668980
970,36.390846
971,83.686707
972,34.962532
973,44.898521
974,29.492331
975,31.835396
976,47.589619
977,50.734417
978,35.512829
979,35.172825
980,28.863987
981,29.918591
982,36.393845
983,39.510979
984,25.681414
985,25.629704
986,49.784134
987,26.497511
988,36.675388
989,30.854036
990,33.693886
991,50.458065
992,32.350391
993,25.433531
994,27.820415
995,23.709427
996,41.009686
997,25.350866
998,18.996315
999,30.374535
1000,22.475731
1001,30.229729
1002,76.927498
1003,36.937798
1004,38.172817
1005,35.655811
1006,22.615393
1007,36.973068
1008,28.746607
1009,38.938927
1010,20.611364
1011,33.112251
1012,23.654503
